city,sub_city,name,description,rating,distance_km,latitude,longitude,partner_status,price_level,taste_rating,presentation_rating,portion_rating,promo,priceRange,opening_hours,aggregateRating,category_menus,menu_name,menu_description,menu_price
bandung,bandung,"KFC, Riau Bandung",,4.9,,-6.9062706,107.6208878,,,,,,,40rb-100rb,Senin:0:0-23:59; Selasa:0:0-23:59; Rabu:0:0-23:59; Kamis:0:0-23:59; Jumat:0:0-23:59; Sabtu:0:0-23:59; Minggu:0:0-23:59,"ratingCount:32461, ratingValue:4.9",Hot Deals,KFC Attack Burger,Crispy Burger + Softdrink Reguler,15000
bandung,bandung,"KFC, Riau Bandung",,4.9,,-6.9062706,107.6208878,,,,,,,40rb-100rb,Senin:0:0-23:59; Selasa:0:0-23:59; Rabu:0:0-23:59; Kamis:0:0-23:59; Jumat:0:0-23:59; Sabtu:0:0-23:59; Minggu:0:0-23:59,"ratingCount:32461, ratingValue:4.9",Hot Deals,KFC Attack Noodle,Noodle + Softdrink Reguler,15000
bandung,bandung,"KFC, Riau Bandung",,4.9,,-6.9062706,107.6208878,,,,,,,40rb-100rb,Senin:0:0-23:59; Selasa:0:0-23:59; Rabu:0:0-23:59; Kamis:0:0-23:59; Jumat:0:0-23:59; Sabtu:0:0-23:59; Minggu:0:0-23:59,"ratingCount:32461, ratingValue:4.9",Hot Deals,Triple Treat,3Pc Chicken + 3Rice + 3 Coca Cola Reguler,69000
bandung,bandung,"KFC, Riau Bandung",,4.9,,-6.9062706,107.6208878,,,,,,,40rb-100rb,Senin:0:0-23:59; Selasa:0:0-23:59; Rabu:0:0-23:59; Kamis:0:0-23:59; Jumat:0:0-23:59; Sabtu:0:0-23:59; Minggu:0:0-23:59,"ratingCount:32461, ratingValue:4.9",Hot Deals,KFC Attack Nasi Uduk,Nasi Uduk + Softdrink Reguler,15000
bandung,bandung,"KFC, Riau Bandung",,4.9,,-6.9062706,107.6208878,,,,,,,40rb-100rb,Senin:0:0-23:59; Selasa:0:0-23:59; Rabu:0:0-23:59; Kamis:0:0-23:59; Jumat:0:0-23:59; Sabtu:0:0-23:59; Minggu:0:0-23:59,"ratingCount:32461, ratingValue:4.9",New Product,Nasi Uduk,Nasi Uduk,20500
bandung,bandung,"KFC, Riau Bandung",,4.9,,-6.9062706,107.6208878,,,,,,,40rb-100rb,Senin:0:0-23:59; Selasa:0:0-23:59; Rabu:0:0-23:59; Kamis:0:0-23:59; Jumat:0:0-23:59; Sabtu:0:0-23:59; Minggu:0:0-23:59,"ratingCount:32461, ratingValue:4.9",New Product,Nasi Uduk+Telur Dadar,1 Nasi Uduk + 1 Telur Dadar,26500
bandung,bandung,"KFC, Riau Bandung",,4.9,,-6.9062706,107.6208878,,,,,,,40rb-100rb,Senin:0:0-23:59; Selasa:0:0-23:59; Rabu:0:0-23:59; Kamis:0:0-23:59; Jumat:0:0-23:59; Sabtu:0:0-23:59; Minggu:0:0-23:59,"ratingCount:32461, ratingValue:4.9",New Product,KFC Noodle,1 porsi KFC Noodle,16000
bandung,bandung,"KFC, Riau Bandung",,4.9,,-6.9062706,107.6208878,,,,,,,40rb-100rb,Senin:0:0-23:59; Selasa:0:0-23:59; Rabu:0:0-23:59; Kamis:0:0-23:59; Jumat:0:0-23:59; Sabtu:0:0-23:59; Minggu:0:0-23:59,"ratingCount:32461, ratingValue:4.9",New Product,KFC Noodle + Chicken,1 KFC Noodle + 1 pc Chicken,32000
bandung,bandung,"KFC, Riau Bandung",,4.9,,-6.9062706,107.6208878,,,,,,,40rb-100rb,Senin:0:0-23:59; Selasa:0:0-23:59; Rabu:0:0-23:59; Kamis:0:0-23:59; Jumat:0:0-23:59; Sabtu:0:0-23:59; Minggu:0:0-23:59,"ratingCount:32461, ratingValue:4.9",New Product,KFC Noodle + Chicken Sprite,1 KFC Noodle + 1 pc Chicken + 1 Sprite Reguler,35500
bandung,bandung,"KFC, Riau Bandung",,4.9,,-6.9062706,107.6208878,,,,,,,40rb-100rb,Senin:0:0-23:59; Selasa:0:0-23:59; Rabu:0:0-23:59; Kamis:0:0-23:59; Jumat:0:0-23:59; Sabtu:0:0-23:59; Minggu:0:0-23:59,"ratingCount:32461, ratingValue:4.9",New Product,Add On Sambal Bawang,1 Sambal Bawang Sachet,3000
bandung,bandung,"KFC, Riau Bandung",,4.9,,-6.9062706,107.6208878,,,,,,,40rb-100rb,Senin:0:0-23:59; Selasa:0:0-23:59; Rabu:0:0-23:59; Kamis:0:0-23:59; Jumat:0:0-23:59; Sabtu:0:0-23:59; Minggu:0:0-23:59,"ratingCount:32461, ratingValue:4.9",New Product,Don Series With Egg,1 porsi Don Series  + 1 Egg,26000
bandung,bandung,"KFC, Riau Bandung",,4.9,,-6.9062706,107.6208878,,,,,,,40rb-100rb,Senin:0:0-23:59; Selasa:0:0-23:59; Rabu:0:0-23:59; Kamis:0:0-23:59; Jumat:0:0-23:59; Sabtu:0:0-23:59; Minggu:0:0-23:59,"ratingCount:32461, ratingValue:4.9",New Product,Avocado Float,Avocado Float,18000
bandung,bandung,"KFC, Riau Bandung",,4.9,,-6.9062706,107.6208878,,,,,,,40rb-100rb,Senin:0:0-23:59; Selasa:0:0-23:59; Rabu:0:0-23:59; Kamis:0:0-23:59; Jumat:0:0-23:59; Sabtu:0:0-23:59; Minggu:0:0-23:59,"ratingCount:32461, ratingValue:4.9",New Product,Sup Tahu Bakso Pangsit,1 Tahu Bakso &amp; 1 Pangsit,16000
bandung,bandung,"KFC, Riau Bandung",,4.9,,-6.9062706,107.6208878,,,,,,,40rb-100rb,Senin:0:0-23:59; Selasa:0:0-23:59; Rabu:0:0-23:59; Kamis:0:0-23:59; Jumat:0:0-23:59; Sabtu:0:0-23:59; Minggu:0:0-23:59,"ratingCount:32461, ratingValue:4.9",Kombo,Super Besar 1,1 pc Chicken + 1 Rice + 1 Coca-Cola Medium,40500
bandung,bandung,"KFC, Riau Bandung",,4.9,,-6.9062706,107.6208878,,,,,,,40rb-100rb,Senin:0:0-23:59; Selasa:0:0-23:59; Rabu:0:0-23:59; Kamis:0:0-23:59; Jumat:0:0-23:59; Sabtu:0:0-23:59; Minggu:0:0-23:59,"ratingCount:32461, ratingValue:4.9",Kombo,Super Besar 2,2 pc Chicken + 1 Rice + 1 Coca-Cola Medium,53500
bandung,bandung,"KFC, Riau Bandung",,4.9,,-6.9062706,107.6208878,,,,,,,40rb-100rb,Senin:0:0-23:59; Selasa:0:0-23:59; Rabu:0:0-23:59; Kamis:0:0-23:59; Jumat:0:0-23:59; Sabtu:0:0-23:59; Minggu:0:0-23:59,"ratingCount:32461, ratingValue:4.9",Kombo,Classic 2,2 PC Chicken + 1 Coleslaw + 1 Fanta Medium,61500
bandung,bandung,"KFC, Riau Bandung",,4.9,,-6.9062706,107.6208878,,,,,,,40rb-100rb,Senin:0:0-23:59; Selasa:0:0-23:59; Rabu:0:0-23:59; Kamis:0:0-23:59; Jumat:0:0-23:59; Sabtu:0:0-23:59; Minggu:0:0-23:59,"ratingCount:32461, ratingValue:4.9",Kombo,Classic 3,1 PC Chicken + 1 Mashed Potato Gravy + 1 Coleslaw + 1 Fanta Reguler,52000
bandung,bandung,"KFC, Riau Bandung",,4.9,,-6.9062706,107.6208878,,,,,,,40rb-100rb,Senin:0:0-23:59; Selasa:0:0-23:59; Rabu:0:0-23:59; Kamis:0:0-23:59; Jumat:0:0-23:59; Sabtu:0:0-23:59; Minggu:0:0-23:59,"ratingCount:32461, ratingValue:4.9",Kombo,Classic 4,1 Chicken Sliders + 1 FF Reguler + 1 Fanta Reguler,67500
bandung,bandung,"KFC, Riau Bandung",,4.9,,-6.9062706,107.6208878,,,,,,,40rb-100rb,Senin:0:0-23:59; Selasa:0:0-23:59; Rabu:0:0-23:59; Kamis:0:0-23:59; Jumat:0:0-23:59; Sabtu:0:0-23:59; Minggu:0:0-23:59,"ratingCount:32461, ratingValue:4.9",Kombo,Super Komplit 1,1 Crispy Burger + Half Winger + 1 French Fries Reg + 1 Fanta Reguler,55000
bandung,bandung,"KFC, Riau Bandung",,4.9,,-6.9062706,107.6208878,,,,,,,40rb-100rb,Senin:0:0-23:59; Selasa:0:0-23:59; Rabu:0:0-23:59; Kamis:0:0-23:59; Jumat:0:0-23:59; Sabtu:0:0-23:59; Minggu:0:0-23:59,"ratingCount:32461, ratingValue:4.9",Kombo,Classic 5,1 PC Chicken + 1 Coleslaw + 1 Cream Soup + 1 Mocha Float,49000
bandung,bandung,"KFC, Riau Bandung",,4.9,,-6.9062706,107.6208878,,,,,,,40rb-100rb,Senin:0:0-23:59; Selasa:0:0-23:59; Rabu:0:0-23:59; Kamis:0:0-23:59; Jumat:0:0-23:59; Sabtu:0:0-23:59; Minggu:0:0-23:59,"ratingCount:32461, ratingValue:4.9",Kombo,Super Komplit 2,1 Pc Chicken + 1 Rice + 1 Cream Soup + 1 Mocha Float,49000
bandung,bandung,"KFC, Riau Bandung",,4.9,,-6.9062706,107.6208878,,,,,,,40rb-100rb,Senin:0:0-23:59; Selasa:0:0-23:59; Rabu:0:0-23:59; Kamis:0:0-23:59; Jumat:0:0-23:59; Sabtu:0:0-23:59; Minggu:0:0-23:59,"ratingCount:32461, ratingValue:4.9",Kombo,Classic 6,1 KFC Chicken Steak + 1 FF Reguler + 1 Fanta Reguler,67500
bandung,bandung,"KFC, Riau Bandung",,4.9,,-6.9062706,107.6208878,,,,,,,40rb-100rb,Senin:0:0-23:59; Selasa:0:0-23:59; Rabu:0:0-23:59; Kamis:0:0-23:59; Jumat:0:0-23:59; Sabtu:0:0-23:59; Minggu:0:0-23:59,"ratingCount:32461, ratingValue:4.9",Kombo,Super Family,5 Pcs Chicken + 3 Pcs Rice + 3 Fanta Medium,139000
bandung,bandung,"KFC, Riau Bandung",,4.9,,-6.9062706,107.6208878,,,,,,,40rb-100rb,Senin:0:0-23:59; Selasa:0:0-23:59; Rabu:0:0-23:59; Kamis:0:0-23:59; Jumat:0:0-23:59; Sabtu:0:0-23:59; Minggu:0:0-23:59,"ratingCount:32461, ratingValue:4.9",Kombo,Super Komplit 3,1 Pc Chicken + 1 Rice  + 1 porsi Chicken Strips + 1 Mocha Float,54500
bandung,bandung,"KFC, Riau Bandung",,4.9,,-6.9062706,107.6208878,,,,,,,40rb-100rb,Senin:0:0-23:59; Selasa:0:0-23:59; Rabu:0:0-23:59; Kamis:0:0-23:59; Jumat:0:0-23:59; Sabtu:0:0-23:59; Minggu:0:0-23:59,"ratingCount:32461, ratingValue:4.9",Kombo,Classic 7,1 PC Chicken + 1 Coleslaw + 1 Colonel Burger + 1 Mocha Float,64000
bandung,bandung,"KFC, Riau Bandung",,4.9,,-6.9062706,107.6208878,,,,,,,40rb-100rb,Senin:0:0-23:59; Selasa:0:0-23:59; Rabu:0:0-23:59; Kamis:0:0-23:59; Jumat:0:0-23:59; Sabtu:0:0-23:59; Minggu:0:0-23:59,"ratingCount:32461, ratingValue:4.9",Kombo,Super Komplit 4,1 Pc Chicken + 1 Rice + 1 Colonel Burger + 1 Mocha Float,64000
bandung,bandung,"KFC, Riau Bandung",,4.9,,-6.9062706,107.6208878,,,,,,,40rb-100rb,Senin:0:0-23:59; Selasa:0:0-23:59; Rabu:0:0-23:59; Kamis:0:0-23:59; Jumat:0:0-23:59; Sabtu:0:0-23:59; Minggu:0:0-23:59,"ratingCount:32461, ratingValue:4.9",Kombo,Classic 8,5 PC Chicken + 3 Coleslaw + 3 Fanta Medium,158500
bandung,bandung,"KFC, Riau Bandung",,4.9,,-6.9062706,107.6208878,,,,,,,40rb-100rb,Senin:0:0-23:59; Selasa:0:0-23:59; Rabu:0:0-23:59; Kamis:0:0-23:59; Jumat:0:0-23:59; Sabtu:0:0-23:59; Minggu:0:0-23:59,"ratingCount:32461, ratingValue:4.9",Kombo,Classic Combo,1 pc Original Chicken + 1 Coleslaw + 1 Corn Cob + 1 Dinner Roll + 1 Mashed Potato,60500
bandung,bandung,"KFC, Riau Bandung",,4.9,,-6.9062706,107.6208878,,,,,,,40rb-100rb,Senin:0:0-23:59; Selasa:0:0-23:59; Rabu:0:0-23:59; Kamis:0:0-23:59; Jumat:0:0-23:59; Sabtu:0:0-23:59; Minggu:0:0-23:59,"ratingCount:32461, ratingValue:4.9",Kombo,Classic 1,1 PC Chicken + 1 Coleslaw + 1 Fanta Medium,43500
bandung,bandung,"KFC, Riau Bandung",,4.9,,-6.9062706,107.6208878,,,,,,,40rb-100rb,Senin:0:0-23:59; Selasa:0:0-23:59; Rabu:0:0-23:59; Kamis:0:0-23:59; Jumat:0:0-23:59; Sabtu:0:0-23:59; Minggu:0:0-23:59,"ratingCount:32461, ratingValue:4.9",Kombo,Kombo OR Burger Single,1  OR Burger Single + 1 French Fries Reguler + 1 Fanta Reguler,56000
bandung,bandung,"KFC, Riau Bandung",,4.9,,-6.9062706,107.6208878,,,,,,,40rb-100rb,Senin:0:0-23:59; Selasa:0:0-23:59; Rabu:0:0-23:59; Kamis:0:0-23:59; Jumat:0:0-23:59; Sabtu:0:0-23:59; Minggu:0:0-23:59,"ratingCount:32461, ratingValue:4.9",Kombo,Kombo OR Burger Double,1  OR Burger Double + 1 French Fries Reguler + 1 Fanta Reguler,67000
bandung,bandung,"KFC, Riau Bandung",,4.9,,-6.9062706,107.6208878,,,,,,,40rb-100rb,Senin:0:0-23:59; Selasa:0:0-23:59; Rabu:0:0-23:59; Kamis:0:0-23:59; Jumat:0:0-23:59; Sabtu:0:0-23:59; Minggu:0:0-23:59,"ratingCount:32461, ratingValue:4.9",Kombo,Kombo Colonel Burger,1  Colonel Burger  + 1 French Fries Reguler + 1 Fanta Reguler,58000
bandung,bandung,"KFC, Riau Bandung",,4.9,,-6.9062706,107.6208878,,,,,,,40rb-100rb,Senin:0:0-23:59; Selasa:0:0-23:59; Rabu:0:0-23:59; Kamis:0:0-23:59; Jumat:0:0-23:59; Sabtu:0:0-23:59; Minggu:0:0-23:59,"ratingCount:32461, ratingValue:4.9",Kombo,Kombo Crispy Burger,1  Crispy Burger + 1 French Fries Reguler + 1 Fanta Reguler,44500
bandung,bandung,"KFC, Riau Bandung",,4.9,,-6.9062706,107.6208878,,,,,,,40rb-100rb,Senin:0:0-23:59; Selasa:0:0-23:59; Rabu:0:0-23:59; Kamis:0:0-23:59; Jumat:0:0-23:59; Sabtu:0:0-23:59; Minggu:0:0-23:59,"ratingCount:32461, ratingValue:4.9",Kombo,Breakfast Combo 1,1 Original Porridge + Hot Tea / Hot Coffee,15000
bandung,bandung,"KFC, Riau Bandung",,4.9,,-6.9062706,107.6208878,,,,,,,40rb-100rb,Senin:0:0-23:59; Selasa:0:0-23:59; Rabu:0:0-23:59; Kamis:0:0-23:59; Jumat:0:0-23:59; Sabtu:0:0-23:59; Minggu:0:0-23:59,"ratingCount:32461, ratingValue:4.9",Kombo,Breakfast Combo 2,1 Chicken Porridge + Hot Tea / Hot Coffee,23500
bandung,bandung,"KFC, Riau Bandung",,4.9,,-6.9062706,107.6208878,,,,,,,40rb-100rb,Senin:0:0-23:59; Selasa:0:0-23:59; Rabu:0:0-23:59; Kamis:0:0-23:59; Jumat:0:0-23:59; Sabtu:0:0-23:59; Minggu:0:0-23:59,"ratingCount:32461, ratingValue:4.9",Kombo Super Star,Super Star Single,1 Pc Chicken + 1 Rice + 1 Fanta Reguler + 1 CD / CD Digital,71000
bandung,bandung,"KFC, Riau Bandung",,4.9,,-6.9062706,107.6208878,,,,,,,40rb-100rb,Senin:0:0-23:59; Selasa:0:0-23:59; Rabu:0:0-23:59; Kamis:0:0-23:59; Jumat:0:0-23:59; Sabtu:0:0-23:59; Minggu:0:0-23:59,"ratingCount:32461, ratingValue:4.9",Kombo Super Star,Super Star Combo 1,2 pcs Chicken + 2 Rice + 2 Fanta Reguler + 1 CD,106500
bandung,bandung,"KFC, Riau Bandung",,4.9,,-6.9062706,107.6208878,,,,,,,40rb-100rb,Senin:0:0-23:59; Selasa:0:0-23:59; Rabu:0:0-23:59; Kamis:0:0-23:59; Jumat:0:0-23:59; Sabtu:0:0-23:59; Minggu:0:0-23:59,"ratingCount:32461, ratingValue:4.9",Kombo Super Star,Super Star Combo 2,2 pcs Chicken + 2 Rice + 1 Fanta Reguler + 1 Fun Fries BBQ + 1 Mocha Float + 1 CD,106500
bandung,bandung,"KFC, Riau Bandung",,4.9,,-6.9062706,107.6208878,,,,,,,40rb-100rb,Senin:0:0-23:59; Selasa:0:0-23:59; Rabu:0:0-23:59; Kamis:0:0-23:59; Jumat:0:0-23:59; Sabtu:0:0-23:59; Minggu:0:0-23:59,"ratingCount:32461, ratingValue:4.9",Kombo Super Star,Super Star Combo 3,4 Chicken + 3 Rice + 3 Fanta Reguler + 3 KFC Soup + 1 CD,172500
bandung,bandung,"KFC, Riau Bandung",,4.9,,-6.9062706,107.6208878,,,,,,,40rb-100rb,Senin:0:0-23:59; Selasa:0:0-23:59; Rabu:0:0-23:59; Kamis:0:0-23:59; Jumat:0:0-23:59; Sabtu:0:0-23:59; Minggu:0:0-23:59,"ratingCount:32461, ratingValue:4.9",Chaki Kids Meal,Chaki Kids Meal A,1 Pc Chicken + 1 Rice + 1  Ovaltine 125 ml + 1 Pudding,39500
bandung,bandung,"KFC, Riau Bandung",,4.9,,-6.9062706,107.6208878,,,,,,,40rb-100rb,Senin:0:0-23:59; Selasa:0:0-23:59; Rabu:0:0-23:59; Kamis:0:0-23:59; Jumat:0:0-23:59; Sabtu:0:0-23:59; Minggu:0:0-23:59,"ratingCount:32461, ratingValue:4.9",Chaki Kids Meal,Chaki Kids Meal B,1 Crispy Burger + French Fries +  Ovaltine 125 ml + Pudding,39500
bandung,bandung,"KFC, Riau Bandung",,4.9,,-6.9062706,107.6208878,,,,,,,40rb-100rb,Senin:0:0-23:59; Selasa:0:0-23:59; Rabu:0:0-23:59; Kamis:0:0-23:59; Jumat:0:0-23:59; Sabtu:0:0-23:59; Minggu:0:0-23:59,"ratingCount:32461, ratingValue:4.9",KFC Bucket,Snack Bucket BBQ 1,1 Porsi French Fries Large + 4 pcs Chicken Strips + 1 KFC Winger + 6 pcs Chicken Balls + Bumbu BBQ,92500
bandung,bandung,"KFC, Riau Bandung",,4.9,,-6.9062706,107.6208878,,,,,,,40rb-100rb,Senin:0:0-23:59; Selasa:0:0-23:59; Rabu:0:0-23:59; Kamis:0:0-23:59; Jumat:0:0-23:59; Sabtu:0:0-23:59; Minggu:0:0-23:59,"ratingCount:32461, ratingValue:4.9",KFC Bucket,Snack Bucket BBQ 2,1 Porsi French Fries Large + 2 pcs Chicken Strips + 1 KFC Winger + 6 pcs Chicken Balls + Bumbu BBQ,78500
bandung,bandung,"KFC, Riau Bandung",,4.9,,-6.9062706,107.6208878,,,,,,,40rb-100rb,Senin:0:0-23:59; Selasa:0:0-23:59; Rabu:0:0-23:59; Kamis:0:0-23:59; Jumat:0:0-23:59; Sabtu:0:0-23:59; Minggu:0:0-23:59,"ratingCount:32461, ratingValue:4.9",KFC Bucket,9 Pcs Chicken Bucket,9 Potong Ayam,179000
bandung,bandung,"KFC, Riau Bandung",,4.9,,-6.9062706,107.6208878,,,,,,,40rb-100rb,Senin:0:0-23:59; Selasa:0:0-23:59; Rabu:0:0-23:59; Kamis:0:0-23:59; Jumat:0:0-23:59; Sabtu:0:0-23:59; Minggu:0:0-23:59,"ratingCount:32461, ratingValue:4.9",KFC Bucket,Winger Bucket Promo,7 Pcs Half winger,97000
bandung,bandung,"KFC, Riau Bandung",,4.9,,-6.9062706,107.6208878,,,,,,,40rb-100rb,Senin:0:0-23:59; Selasa:0:0-23:59; Rabu:0:0-23:59; Kamis:0:0-23:59; Jumat:0:0-23:59; Sabtu:0:0-23:59; Minggu:0:0-23:59,"ratingCount:32461, ratingValue:4.9",Alacarte Chicken,3 Pcs Chicken,3 Pcs Chicken,62500
bandung,bandung,"KFC, Riau Bandung",,4.9,,-6.9062706,107.6208878,,,,,,,40rb-100rb,Senin:0:0-23:59; Selasa:0:0-23:59; Rabu:0:0-23:59; Kamis:0:0-23:59; Jumat:0:0-23:59; Sabtu:0:0-23:59; Minggu:0:0-23:59,"ratingCount:32461, ratingValue:4.9",Alacarte Chicken,5 Pcs Chicken,5 Pcs Chicken,101500
bandung,bandung,"KFC, Riau Bandung",,4.9,,-6.9062706,107.6208878,,,,,,,40rb-100rb,Senin:0:0-23:59; Selasa:0:0-23:59; Rabu:0:0-23:59; Kamis:0:0-23:59; Jumat:0:0-23:59; Sabtu:0:0-23:59; Minggu:0:0-23:59,"ratingCount:32461, ratingValue:4.9",Alacarte Chicken,1 Pc Chicken,1pc Chicken,21500
bandung,bandung,"KFC, Riau Bandung",,4.9,,-6.9062706,107.6208878,,,,,,,40rb-100rb,Senin:0:0-23:59; Selasa:0:0-23:59; Rabu:0:0-23:59; Kamis:0:0-23:59; Jumat:0:0-23:59; Sabtu:0:0-23:59; Minggu:0:0-23:59,"ratingCount:32461, ratingValue:4.9",Alacarte Chicken,KFC Winger,KFC Winger,25500
bandung,bandung,"KFC, Riau Bandung",,4.9,,-6.9062706,107.6208878,,,,,,,40rb-100rb,Senin:0:0-23:59; Selasa:0:0-23:59; Rabu:0:0-23:59; Kamis:0:0-23:59; Jumat:0:0-23:59; Sabtu:0:0-23:59; Minggu:0:0-23:59,"ratingCount:32461, ratingValue:4.9",Alacarte Chicken,Crispy Strips,2pcs Chicken Strips,21000
bandung,bandung,"KFC, Riau Bandung",,4.9,,-6.9062706,107.6208878,,,,,,,40rb-100rb,Senin:0:0-23:59; Selasa:0:0-23:59; Rabu:0:0-23:59; Kamis:0:0-23:59; Jumat:0:0-23:59; Sabtu:0:0-23:59; Minggu:0:0-23:59,"ratingCount:32461, ratingValue:4.9",Alacarte,Perkedel,1pc Perkedel,11000
bandung,bandung,"KFC, Riau Bandung",,4.9,,-6.9062706,107.6208878,,,,,,,40rb-100rb,Senin:0:0-23:59; Selasa:0:0-23:59; Rabu:0:0-23:59; Kamis:0:0-23:59; Jumat:0:0-23:59; Sabtu:0:0-23:59; Minggu:0:0-23:59,"ratingCount:32461, ratingValue:4.9",Alacarte,Colonel Burger,1pc Colonel Burger,33500
bandung,bandung,"KFC, Riau Bandung",,4.9,,-6.9062706,107.6208878,,,,,,,40rb-100rb,Senin:0:0-23:59; Selasa:0:0-23:59; Rabu:0:0-23:59; Kamis:0:0-23:59; Jumat:0:0-23:59; Sabtu:0:0-23:59; Minggu:0:0-23:59,"ratingCount:32461, ratingValue:4.9",Alacarte,Rice,Rice,11000
bandung,bandung,"KFC, Riau Bandung",,4.9,,-6.9062706,107.6208878,,,,,,,40rb-100rb,Senin:0:0-23:59; Selasa:0:0-23:59; Rabu:0:0-23:59; Kamis:0:0-23:59; Jumat:0:0-23:59; Sabtu:0:0-23:59; Minggu:0:0-23:59,"ratingCount:32461, ratingValue:4.9",Alacarte,Spaghetti Supreme,1 Porsi Spaghetti Supreme,23500
bandung,bandung,"KFC, Riau Bandung",,4.9,,-6.9062706,107.6208878,,,,,,,40rb-100rb,Senin:0:0-23:59; Selasa:0:0-23:59; Rabu:0:0-23:59; Kamis:0:0-23:59; Jumat:0:0-23:59; Sabtu:0:0-23:59; Minggu:0:0-23:59,"ratingCount:32461, ratingValue:4.9",Alacarte,Tote Bag,1 pc Tote Bag/Kantong Ramah Lingkungan Cukup untuk 2 Bucket Besar KFC,5000
bandung,bandung,"KFC, Riau Bandung",,4.9,,-6.9062706,107.6208878,,,,,,,40rb-100rb,Senin:0:0-23:59; Selasa:0:0-23:59; Rabu:0:0-23:59; Kamis:0:0-23:59; Jumat:0:0-23:59; Sabtu:0:0-23:59; Minggu:0:0-23:59,"ratingCount:32461, ratingValue:4.9",Alacarte,Pudding,Pudding,9500
bandung,bandung,"KFC, Riau Bandung",,4.9,,-6.9062706,107.6208878,,,,,,,40rb-100rb,Senin:0:0-23:59; Selasa:0:0-23:59; Rabu:0:0-23:59; Kamis:0:0-23:59; Jumat:0:0-23:59; Sabtu:0:0-23:59; Minggu:0:0-23:59,"ratingCount:32461, ratingValue:4.9",Alacarte,Twisty,1pc Twisty,21000
bandung,bandung,"KFC, Riau Bandung",,4.9,,-6.9062706,107.6208878,,,,,,,40rb-100rb,Senin:0:0-23:59; Selasa:0:0-23:59; Rabu:0:0-23:59; Kamis:0:0-23:59; Jumat:0:0-23:59; Sabtu:0:0-23:59; Minggu:0:0-23:59,"ratingCount:32461, ratingValue:4.9",Alacarte,Telur Dadar,Telur Dadar,12000
bandung,bandung,"KFC, Riau Bandung",,4.9,,-6.9062706,107.6208878,,,,,,,40rb-100rb,Senin:0:0-23:59; Selasa:0:0-23:59; Rabu:0:0-23:59; Kamis:0:0-23:59; Jumat:0:0-23:59; Sabtu:0:0-23:59; Minggu:0:0-23:59,"ratingCount:32461, ratingValue:4.9",Alacarte,Yakiniku Don,1 Porsi Yakiniku Don,20500
bandung,bandung,"KFC, Riau Bandung",,4.9,,-6.9062706,107.6208878,,,,,,,40rb-100rb,Senin:0:0-23:59; Selasa:0:0-23:59; Rabu:0:0-23:59; Kamis:0:0-23:59; Jumat:0:0-23:59; Sabtu:0:0-23:59; Minggu:0:0-23:59,"ratingCount:32461, ratingValue:4.9",Alacarte,OR Burger Single,1pc OR Burger Single,31500
bandung,bandung,"KFC, Riau Bandung",,4.9,,-6.9062706,107.6208878,,,,,,,40rb-100rb,Senin:0:0-23:59; Selasa:0:0-23:59; Rabu:0:0-23:59; Kamis:0:0-23:59; Jumat:0:0-23:59; Sabtu:0:0-23:59; Minggu:0:0-23:59,"ratingCount:32461, ratingValue:4.9",Alacarte,Chick Ball BBQ,6pcs Chicken Balls Barbeque,16500
bandung,bandung,"KFC, Riau Bandung",,4.9,,-6.9062706,107.6208878,,,,,,,40rb-100rb,Senin:0:0-23:59; Selasa:0:0-23:59; Rabu:0:0-23:59; Kamis:0:0-23:59; Jumat:0:0-23:59; Sabtu:0:0-23:59; Minggu:0:0-23:59,"ratingCount:32461, ratingValue:4.9",Alacarte,Winger BBQ,Winger BBQ,29000
bandung,bandung,"KFC, Riau Bandung",,4.9,,-6.9062706,107.6208878,,,,,,,40rb-100rb,Senin:0:0-23:59; Selasa:0:0-23:59; Rabu:0:0-23:59; Kamis:0:0-23:59; Jumat:0:0-23:59; Sabtu:0:0-23:59; Minggu:0:0-23:59,"ratingCount:32461, ratingValue:4.9",Alacarte,Fun Fries,Fun Fries,29000
bandung,bandung,"KFC, Riau Bandung",,4.9,,-6.9062706,107.6208878,,,,,,,40rb-100rb,Senin:0:0-23:59; Selasa:0:0-23:59; Rabu:0:0-23:59; Kamis:0:0-23:59; Jumat:0:0-23:59; Sabtu:0:0-23:59; Minggu:0:0-23:59,"ratingCount:32461, ratingValue:4.9",Alacarte,OR Burger Double,1pc OR Burger Double,42500
bandung,bandung,"KFC, Riau Bandung",,4.9,,-6.9062706,107.6208878,,,,,,,40rb-100rb,Senin:0:0-23:59; Selasa:0:0-23:59; Rabu:0:0-23:59; Kamis:0:0-23:59; Jumat:0:0-23:59; Sabtu:0:0-23:59; Minggu:0:0-23:59,"ratingCount:32461, ratingValue:4.9",Goceng +,KFC Soup,1 Prosi KFC Soup,12500
bandung,bandung,"KFC, Riau Bandung",,4.9,,-6.9062706,107.6208878,,,,,,,40rb-100rb,Senin:0:0-23:59; Selasa:0:0-23:59; Rabu:0:0-23:59; Kamis:0:0-23:59; Jumat:0:0-23:59; Sabtu:0:0-23:59; Minggu:0:0-23:59,"ratingCount:32461, ratingValue:4.9",Goceng +,Mango Float,Mango Float,13500
